vehicle_category,make,model,manufacture_year,district,count
CAR,TOYOTA,5AA-A202A,2023,HAMBANTOTA,1
CAR,TOYOTA,5AA-A202A RAIZE,2025,VAVUNIYA,2
MOTOR CYCLE,BAJAJ,CHETAK 3503,2025,COLOMBO,2
CAR,TOYOTA,5AA-A202A  RAIZE,2024,KANDY,1
CAR,TOYOTA,5AA A202A RAIZE,2025,COLOMBO,4
CAR,MERCEDES BENZ,ZAA-296624 EQS450,2024,COLOMBO,1
MOTOR CYCLE,REVOLT,RV BLAZE X,2025,KEGALLE,1
MOTOR CYCLE,TAKASHI,ES PRO,2025,COLOMBO,2
CAR,TOYOTA,5AA-A202A  RAIZE,2025,RATNAPURA,1
CAR,TOYOTA,5AA-A202A RAIZE,2025,MANNAR,1
CAR,TOYOTA,5AA-A202A RAIZE,2022,MATALE,1
MOTOR CYCLE,TAILG,F72,2025,COLOMBO,1
MOTOR CYCLE,RW,HANBAO,2016,KURUNEGALA,1
MOTOR CYCLE,TAILG,TDWG65Z,2018,KURUNEGALA,1
CAR,MERCEDES BENZ,EQB 300 AMG LINE,2023,GAMPAHA,1
CAR,TOYOTA,5AA-A202A RAIZE,2025,GAMPAHA,113
MOTOR CYCLE,TAILG,RED RABBIT,2025,KURUNEGALA,27
CAR,TOYOTA,5AA-A202A   RAIZE,2025,GAMPAHA,3
MOTOR CYCLE,TAILG,F55,2025,KURUNEGALA,2
CAR,TOYOTA,5AA-A202A  RAIZE,2024,BADULLA,1
MOTOR CYCLE,RW,D0,2016,BADULLA,1
MOTOR CYCLE,RW,JINGYING,2016,KALUTARA,2
MOTOR CYCLE,TAILG,TDS2459Z,2025,POLONNARUWA,1
CAR,MERCEDES BENZ,B-CLASS ELECTRIC,2015,KALUTARA,1
MOTOR CYCLE,RW,JINBAO,2016,ANURADHAPURA,1
MOTOR CYCLE,OKINAWA,PRAISE,2018,ANURADHAPURA,2
CAR,MERCEDES BENZ,EQB 250 PLUS,2024,KALUTARA,1
MOTOR CYCLE,TAILG,SAI BEI,2024,ANURADHAPURA,1
CAR,TOYOTA,5AA-A202A  RAIZE,2024,KURUNEGALA,3
CAR,TOYOTA,5AA-A202A RAIZE,2024,KALUTARA,5
CAR,TOYOTA,5AA-A202A,2025,KURUNEGALA,1
CAR,TOYOTA,RAIZE 5AA-A202A,2025,MATARA,1
MOTOR CYCLE,TMR LUYUAN,COLA 5,2025,MATALE,2
CAR,TOYOTA,5AA-A202A  RAIZE,2025,KURUNEGALA,2
CAR,TOYOTA,5AA-A202A RAIZE,2025,KURUNEGALA,14
CAR,TOYOTA,5AA-A202A,2024,KURUNEGALA,2
CAR,TOYOTA,5AA A202A RAIZE,2025,MATARA,1
CAR,TOYOTA,6AA-A202A RAIZE,2025,KEGALLE,1
MOTOR CYCLE,RW,JIAYING-2,2016,GAMPAHA,6
MOTOR CYCLE,RW,SHANGJIANG,2016,GAMPAHA,3
CAR,TOYOTA,5AA-A202A  RAIZE,2025,PUTTALAM,2
MOTOR CYCLE,TAILG,F55,2025,GAMPAHA,1
MOTOR CYCLE,TAKASHI,ES PRO,2025,MATARA,2
MOTOR CYCLE,SHANGLING,SR COOL,2022,KILINOCHCHI,2
MOTOR CYCLE,TAKASHI,ES NOTE,2025,RATNAPURA,1
CAR,TOYOTA,5AA-A202A RAIZE,2022,POLONNARUWA,3
MOTOR CYCLE,REVOLT,RV BLAZE X,2025,RATNAPURA,1
MOTOR CYCLE,TAILG,F55,2025,RATNAPURA,2
MOTOR CYCLE,RW,KITO,2016,JAFFNA,1
MOTOR CYCLE,TMR LUYUAN,MQQ6,2025,JAFFNA,2
MOTOR CYCLE,SMV,777,2010,GALLE,1
MOTOR CYCLE,WAOPAL,REOA,2018,COLOMBO,11
MOTOR CYCLE,GALLANT,ZX-HYBRIDI,2018,GALLE,1
MOTOR CYCLE,ELECTRIC SCOOTER,JINGYLNG,2017,VAVUNIYA,1
THREE WHEELER,BAJAJ,RE,2015,KURUNEGALA,2
THREE WHEELER,BAJAJ,RE-E-DRIVE,2015,KALUTARA,1
CAR,MERCEDES BENZ,B CLASS,2015,COLOMBO,13
THREE WHEELER,ENERGY,ANAIG 2000,2015,JAFFNA,1
MOTOR CYCLE,RW,SHANGIANG,2016,GALLE,1
MOTOR CYCLE,RW,SCOOTER,2016,PUTTALAM,2
THREE WHEELER,BAJAJ,RE,2018,GALLE,1
CAR,MERCEDES BENZ,B  CLASS,2016,COLOMBO,1
MOTOR CYCLE,OKINAWA,RIDGE,2018,MONERAGALA,2
MOTOR CYCLE,RW,CHAOYUE,2016,COLOMBO,6
MOTOR CYCLE,OKINAWA,RIDGE,2018,GALLE,1
MOTOR CYCLE,RW,JINGGVI,2016,COLOMBO,1
MOTOR CYCLE,RW,LIEBAO,2016,COLOMBO,2
CAR,MERCEDES BENZ,EQB 300 AMG LINE,2023,NUWARA-ELIYA,1
CAR,AUDI,ZAA-FZEBJ Q4,2023,COLOMBO,1
CAR,AUDI,Q4 E-TRON,2024,COLOMBO,2
CAR,MERCEDES BENZ,EQS 450,2024,COLOMBO,8
CAR,AUDI,Q8 E-TRON VORSPRUNG,2023,COLOMBO,1
MOTOR CYCLE,SURYA,SR COOL,2024,COLOMBO,1
CAR,AUDI,Q4 40 ETRON ADVANCED,2024,COLOMBO,2
CAR,MERCEDES BENZ,EQB 250,2024,KANDY,1
CAR,MERCEDES BENZ,EQE 350,2024,COLOMBO,1
CAR,AUDI,E TRON 50 QUATTRO,2024,COLOMBO,8
MOTOR CYCLE,TAILG,RED RABBIT,2024,HAMBANTOTA,1
THREE WHEELER,BAJAJ,RE E TEC 9.0,2024,BADULLA,1
MOTOR CYCLE,REVOLT,RV 400,2024,GALLE,4
CAR,MERCEDES BENZ,EQS-450,2024,COLOMBO,1
CAR,MERCEDES BENZ,EQB300 4 MATIC,2024,COLOMBO,1
MOTOR CYCLE,REVOLT,RV 400,2025,PUTTALAM,4
MOTOR CYCLE,TMR LUYUAN,COLA 5,2025,AMPARA,15
CAR,TOYOTA,5AA-A202A RAIZE,2025,JAFFNA,17
CAR,TOYOTA,5AA-A202A RAIZE,2025,KANDY,20
CAR,TOYOTA,5AA-A202A  RAIZE,2025,TRINCOMALEE,2
CAR,AUDI,ETRON 50 QUATTRO,2024,COLOMBO,1
CAR,TOYOTA,5AA-A202A  RAIZE,2025,JAFFNA,1
MOTOR CYCLE,TMR LUYUAN,MNK3,2025,MONERAGALA,1
MOTOR CYCLE,HORWIN,EK 1,2025,COLOMBO,1
CAR,TOYOTA,5AA-A202A  RAIZE,2025,COLOMBO,10
CAR,TOYOTA,5AA-A202A  RAIZE,2024,COLOMBO,1
MOTOR CYCLE,TAILG,S2 SCOOTER,2024,AMPARA,2
MOTOR CYCLE,REVOLT,RV 400,2025,HAMBANTOTA,2
CAR,TOYOTA,5BA-A202A RAIZE,2024,RATNAPURA,1
CAR,TOYOTA,5AA A202A RAIZE,2023,KANDY,1
MOTOR CYCLE,TAKASHI,ES PRO MAX,2025,HAMBANTOTA,1
CAR,TOYOTA,5AA A202A RAIZE,2025,RATNAPURA,1
MOTOR CYCLE,TAILG,F55,2025,COLOMBO,4
MOTOR CYCLE,REVOLT,RV BLAZE X,2025,HAMBANTOTA,1
CAR,TOYOTA,5AA-A202A RAIZE,2024,NUWARA-ELIYA,1
THREE WHEELER,BAJAJ,RE,2015,GAMPAHA,1
CAR,MERCEDES BENZ,B-CLASS,2015,GAMPAHA,1
CAR,MERCEDES BENZ,EQB 250,2023,GAMPAHA,2
CAR,MERCEDES BENZ,EQB 300 AMG LINE,2024,GAMPAHA,1
CAR,MERCEDES BENZ,EQE300 SUV,2024,GAMPAHA,1
MOTOR CYCLE,TMR LUYUAN,S18,2025,KURUNEGALA,33
CAR,AUDI,E-TRON,2024,GAMPAHA,1
CAR,TOYOTA,5AA--A202A RAIZE,2025,BADULLA,1
CAR,TOYOTA,5AA-A202A RAIZE,2025,BADULLA,6
CAR,TOYOTA,5AA-A202A  RAIZE,2023,GAMPAHA,3
MOTOR CYCLE,RW,SHANGJIANG,2016,KALUTARA,1
MOTOR CYCLE,TAKASHI,ES PRO PLUS,2025,KALUTARA,6
MOTOR CYCLE,RW,SHANGJIANG,2016,MATALE,1
MOTOR CYCLE,RW,SHANGJIANG,2016,ANURADHAPURA,1
CAR,MERCEDES BENZ,EQB300 AMG LINE,2023,KURUNEGALA,1
CAR,MERCEDES BENZ,EQB 250,2024,MATARA,1
MOTOR CYCLE,TAILG,RED RABBIT,2024,MATALE,1
CAR,TOYOTA,5AA-A202A RAIZE,2023,KURUNEGALA,4
CAR,TOYOTA,5AA-A202A  RAIZE,2025,MATARA,2
CAR,TOYOTA,5AA-A202A RAIZE,2022,MATARA,2
CAR,TOYOTA,5AA-A202A   RAIZE,2025,KURUNEGALA,1
CAR,TOYOTA,5AA-A202A  RAIZE,2022,KEGALLE,1
CAR,TOYOTA,5AA-A202A,2023,MATARA,1
MOTOR CYCLE,RW,LIBAO,2016,GAMPAHA,5
MOTOR CYCLE,OKINAWA,RIDGE,2018,MATARA,1
MOTOR CYCLE,RW,JINGYING,2016,MATARA,1
MOTOR CYCLE,Y2,VVO,2024,GAMPAHA,1
CAR,MERCEDES BENZ,EQE 300,2023,PUTTALAM,1
MOTOR CYCLE,TAKASHI,ES PRO MAX,2025,MATARA,2
MOTOR CYCLE,TMR LUYUAN,MQQ6,2025,MANNAR,1
MOTOR CYCLE,TAILG,F72,2025,RATNAPURA,2
MOTOR CYCLE,SHANGLING,SR COOL,2022,JAFFNA,27
MOTOR CYCLE,WAOPAL,REOH,2018,COLOMBO,1
MOTOR CYCLE,ELECTRIC SCOOTER,BMW T3,2018,KANDY,1
THREE WHEELER,BAJAJ,RE205,2012,COLOMBO,1
THREE WHEELER,BAJAJ,RE,2015,GALLE,1
CAR,MERCEDES BENZ,BENZ B CLASS,2015,COLOMBO,4
MOTOR CYCLE,RW,JINGGUI,2016,PUTTALAM,2
MOTOR CYCLE,RW,LIEBAO,2017,COLOMBO,1
MOTOR CYCLE,OKINAWA,PRAISE BD,2018,HAMBANTOTA,1
MOTOR CYCLE,OKINAWA,PRAISE,2018,HAMBANTOTA,2
MOTOR CYCLE,RW,JINGGUI,2016,COLOMBO,1
MOTOR CYCLE,RW,JINGGU,2016,COLOMBO,2
CAR,MERCEDES BENZ,EQA 300 AMG LINE,2023,COLOMBO,4
CAR,MERCEDES BENZ,EQS53-4MATIC PLUS,2023,COLOMBO,1
MOTOR CYCLE,SURYA,SR COOL,2023,VAVUNIYA,1
CAR,MERCEDES BENZ,EQS-450,2023,COLOMBO,1
CAR,MERCEDES BENZ,EQB 300 AMG,2023,COLOMBO,1
MOTOR CYCLE,EVTRIC,RISE,2023,COLOMBO,1
CAR,MERCEDES BENZ,EQE300 SUV,2024,COLOMBO,1
CAR,AUDI,Q4 40 E-TRON,2024,COLOMBO,1
CAR,MERCEDES BENZ,EQB 250 PLUS,2024,KANDY,1
MOTOR CYCLE,TAILG,SAI BEI,2024,HAMBANTOTA,6
CAR,DENZA,D9 ADVANCED,2025,COLOMBO,6
CAR,TOYOTA,5AA-A202A RAIZE,2024,GALLE,5
CAR,TOYOTA,5AA-A202A RAIZE,2022,COLOMBO,18
MOTOR CYCLE,TAILG,MENGSU,2024,COLOMBO,1
MOTOR CYCLE,TMR LUYUAN,COLA 5,2025,HAMBANTOTA,17
MOTOR CYCLE,TAILG,RED RABBIT,2025,PUTTALAM,17
CAR,TOYOTA,5AA-A202A   RAIZE,2024,GALLE,1
MOTOR CYCLE,CHENXIAN,H8,2025,COLOMBO,1
MOTOR CYCLE,REVOLT,RV 400,2025,AMPARA,1
CAR,TOYOTA,5AA-A202A RAIZE,2022,HAMBANTOTA,2
CAR,TOYOTA,5BA-A202A RAIZE,2025,GALLE,1
CAR,TOYOTA,5AA-A202A  RAIZE,2025,KANDY,1
CAR,TOYOTA,5AA-A2002A RAIZE,2022,COLOMBO,1
CAR,MERCEDES BENZ,B CLASS ELECTRIC,2015,GAMPAHA,2
CAR,AUDI,Q4 E TRON,2023,GAMPAHA,1
CAR,AUDI,Q8 E-TRON BLACK,2023,GAMPAHA,1
CAR,MERCEDES BENZ,EQS450,2023,GAMPAHA,1
CAR,MERCEDES BENZ,EQB-250,2024,GAMPAHA,1
MOTOR CYCLE,TMR LUYUAN,COLA 5,2025,KURUNEGALA,34
CAR,JMEV,JX7001ERCBEV,2025,GAMPAHA,5
CAR,TOYOTA,5AA-A202A  RAIZE,2025,ANURADHAPURA,1
MOTOR CYCLE,TMR LUYUAN,S18,2025,KALUTARA,1
CAR,MERCEDES BENZ,B CLASS,2015,KALUTARA,1
MOTOR CYCLE,TMR LUYUAN,S18,2025,ANURADHAPURA,13
CAR,TOYOTA,5AA A202A RAIZE,2025,KEGALLE,1
CAR,MERCEDES BENZ,B-CLASS ELECTRIC,2015,PUTTALAM,1
MOTOR CYCLE,RW,QUANNENGWANG,2016,GAMPAHA,5
MOTOR CYCLE,OKINAWA,PRAISE,2018,GAMPAHA,4
MOTOR CYCLE,KINECHE,TDR23Z,2019,GAMPAHA,1
MOTOR CYCLE,TMR LUYUAN,COLA 5,2025,GAMPAHA,9
CAR,TOYOTA,5AA-A202A RAIZE,2025,POLONNARUWA,3
MOTOR CYCLE,RW,LIEBAO,2017,JAFFNA,1
MOTOR CYCLE,SURYA,SR COOL,2023,JAFFNA,31
MOTOR CYCLE,SHANGLING,SR COOL,2023,JAFFNA,1
MOTOR CYCLE,GUOWEI EAGLE,GWEM01PRETTY,2018,MONERAGALA,9
MOTOR CYCLE,WAOPAL,REOR,2018,COLOMBO,1
MOTOR CYCLE,WAOPAL,FEGO,2018,GALLE,1
MOTOR CYCLE,GALLANT,ZX-HYBRID,2018,COLOMBO,1
THREE WHEELER,BAJAJ,RE,2014,COLOMBO,2
THREE WHEELER,BAJAJ,E-DRIVE,2015,COLOMBO,2
CAR,MERCEDES BENZ,B CLASS ELECTRIC,2015,COLOMBO,24
THREE WHEELER,ENERGY,SPIRIT 2000,2015,COLOMBO,1
MOTOR CYCLE,YADEA,TDR2040Z,2016,COLOMBO,1
MOTOR CYCLE,TAILG,TDWG 65Z,2018,KANDY,1
MOTOR CYCLE,DEAGUDAL,Z3,2018,KEGALLE,1
MOTOR CYCLE,RW,DO,2016,COLOMBO,1
CAR,AUDI,Q4 S LINE 40 E-TRON,2023,COLOMBO,1
CAR,AUDI,Q4-E-TRON,2023,COLOMBO,1
CAR,MERCEDES BENZ,EQB 300,2022,COLOMBO,1
CAR,MERCEDES BENZ,EQS 450,2024,RATNAPURA,1
CAR,AUDI,Q8 E-TRON SPORT 50,2023,COLOMBO,1
CAR,MERCEDES BENZ,EQB 250 +,2024,COLOMBO,1
CAR,AUDI,Q4 SPORTBACK40E-TRON,2024,RATNAPURA,1
MOTOR CYCLE,CHENXIAN,CHENXIAN,2024,KEGALLE,1
THREE WHEELER,BAJAJ,RE E - TEC 9.0,2024,BADULLA,1
MOTOR CYCLE,TMR LUYUAN,S18,2025,KANDY,2
MOTOR CYCLE,TMR LUYUAN,MQQ6,2025,HAMBANTOTA,4
MOTOR CYCLE,TMR LUYUAN,S18,2025,KEGALLE,1
CAR,TOYOTA,5AA-A202A RAIZE,2024,KANDY,7
MOTOR CYCLE,TAILG,RED RABBIT,2025,HAMBANTOTA,1
CAR,MERCEDES BENZ,EQS 450 4 MATIC,2025,COLOMBO,1
CAR,TOYOTA,5AA-A202A,2022,COLOMBO,2
CAR,TOYOTA,5AA-A202 A RAIZE,2024,COLOMBO,1
CAR,TOYOTA,5AA-A202A RAIZE,2023,GALLE,1
MOTOR CYCLE,TAKASHI,ES LITE,2025,GALLE,1
MOTOR CYCLE,ELECTRICA,ELECTRA,1999,KURUNEGALA,1
CAR,AUDI,Q4,2024,GAMPAHA,1
CAR,MERCEDES BENZ,EQV 300,2024,BADULLA,2
CAR,MERCEDES BENZ,EQS 450,2024,GAMPAHA,1
MOTOR CYCLE,TMR LUYUAN,COLA 5,2023,KURUNEGALA,1
CAR,TOYOTA,5AA-A202A RAIZE,2024,BADULLA,3
CAR,TOYOTA,5BA-A202A RAIZE,2022,GAMPAHA,1
MOTOR CYCLE,MYWAY MV,ALFA,2017,NUWARA-ELIYA,1
MOTOR CYCLE,RW,JINBAO,2016,KALUTARA,1
MOTOR CYCLE,TMR LUYUAN,S18,2025,POLONNARUWA,1
MOTOR CYCLE,TAILG,RED RABBIT,2025,POLONNARUWA,5
CAR,MERCEDES BENZ,EQA 350 4MATIC,2024,KALUTARA,1
MOTOR CYCLE,TMR LUYUAN,S 18,2025,ANURADHAPURA,1
CAR,TOYOTA,5AA-A202A RAIZE,2024,AMPARA,3
CAR,TOYOTA,5BA-A202A RAIZE,2025,MATARA,1
CAR,TOYOTA,5AA-A202A,2024,KEGALLE,1
MOTOR CYCLE,REVOLT,RV 400,2025,ANURADHAPURA,6
MOTOR CYCLE,TAKASHI,ES LITE,2025,ANURADHAPURA,1
MOTOR CYCLE,RW,QUIBITE,2016,BATTICALOA,1
MOTOR CYCLE,SURYA,SR COOL,2023,GAMPAHA,13
MOTOR CYCLE,TMR LUYUAN,S18,2025,MATARA,1
MOTOR CYCLE,TMR LUYUAN,MQQ6,2025,GAMPAHA,9
MOTOR CYCLE,TMR LUYUAN,MNK3,2025,GAMPAHA,1
MOTOR CYCLE,REVOLT,RV BLAZE X,2025,GAMPAHA,2
MOTOR CYCLE,TAKASHI,ES PRO PLUS,2025,GAMPAHA,1
MOTOR CYCLE,TMR LUYUAN,S18,2025,RATNAPURA,13
MOTOR CYCLE,RW,JINBAO,2016,JAFFNA,1
MOTOR CYCLE,REVOLT,RV 1,2025,JAFFNA,2
MOTOR CYCLE,GUOWEI EAGLE,GWEM01PRETTY,2017,MONERAGALA,7
MOTOR CYCLE,WAOPAL,PEOA,2018,COLOMBO,1
MOTOR CYCLE,BYVIN,JINGGANGLA,2018,COLOMBO,1
MOTOR CYCLE,GUOWEI EAGLE,GWEM01PRETTY,2019,MONERAGALA,2
MOTOR CYCLE,ELECTRIC SCOOTER,V6,2019,COLOMBO,1
MOTOR CYCLE,FARMERS,ELECTRIC,2008,COLOMBO,1
THREE WHEELER,ENERGY,SPIRIT 2000,2015,KALUTARA,1
CAR,MERCEDES BENZ,B CLASS,2015,HAMBANTOTA,1
THREE WHEELER,BAJAJ,RE,2016,COLOMBO,3
THREE WHEELER,BAJAJ,RE,2017,POLONNARUWA,1
MOTOR CYCLE,ELECTRICA,SY-LXQS(HK),2017,HAMBANTOTA,1
MOTOR CYCLE,MYWAY MV,M7,2017,COLOMBO,1
MOTOR CYCLE,OKINAWA,PRAISE,2018,COLOMBO,1
MOTOR CYCLE,TAILG,TDWG65Z,2018,COLOMBO,3
MOTOR CYCLE,TAILG,TDZG53Z,2017,KANDY,1
MOTOR CYCLE,OKINAWA,RIDGE,2018,PUTTALAM,2
MOTOR CYCLE,TAILG,TDWD652,2018,KANDY,1
THREE WHEELER,BAJAJ,RE-EV,2021,HAMBANTOTA,1
MOTOR CYCLE,TAILG,TDZG53Z,2017,COLOMBO,1
MOTOR CYCLE,RW,JUNUBA,2016,COLOMBO,1
CAR,AUDI,Q4E-TRON 40 SLINE,2023,COLOMBO,1
CAR,MERCEDES BENZ,EQB-250 AMG LINE,2024,COLOMBO,1
CAR,MERCEDES BENZ,EQE-300,2023,COLOMBO,2
CAR,MERCEDES BENZ,EQE300,2024,COLOMBO,2
CAR,MERCEDES BENZ,AMG EQS 53 4MATIC,2024,COLOMBO,1
CAR,AUDI,E-TRON 50,2024,KANDY,2
CAR,AUDI,E-TRON GT QUATTRO,2024,COLOMBO,2
CAR,MERCEDES BENZ,EQE 350 PLUS,2024,GALLE,1
MOTOR CYCLE,XINRI,ELECTRIC SCOOTER,2022,COLOMBO,1
MOTOR CYCLE,REVOLT,RV 400,2024,PUTTALAM,6
CAR,AUDI,E-TRON-50-QUATTRO,2024,COLOMBO,1
MOTOR CYCLE,TMR LUYUAN,S18,2025,MONERAGALA,3
CAR,TOYOTA,5AA-A202A RAIZE,2024,JAFFNA,5
CAR,AUDI,E-TR0N50 QUATTRO,2024,COLOMBO,1
MOTOR CYCLE,TAILG,UNIVERSE,2024,AMPARA,3
CAR,TOYOTA,5AA-A202A,2025,COLOMBO,5
MOTOR CYCLE,TMR LUYUAN,MQQ6,2025,PUTTALAM,2
CAR,TOYOTA,5AA-A202A  RAIZE,2024,GALLE,1
MOTOR CYCLE,HORWIN,SK3,2023,COLOMBO,1
MOTOR CYCLE,REVOLT,RV 400,2025,COLOMBO,7
CAR,TOYOTA,5BA-A202A RAIZE,2025,COLOMBO,2
CAR,TOYOTA,5AA-A202A   RAIZE,2025,KANDY,1
MOTOR CYCLE,REVOLT,RV 400,2025,TRINCOMALEE,1
MOTOR CYCLE,TMR LUYUAN,COLA 5,2025,PUTTALAM,9
MOTOR CYCLE,REVOLT,RV 400,2025,GALLE,3
CAR,TOYOTA,5AA-A202A   RAIZE,2025,VAVUNIYA,1
CAR,AUDI,E TRON,2024,NUWARA-ELIYA,1
CAR,TOYOTA,6AA A202A RAIZE,2022,COLOMBO,1
CAR,TOYOTA,5AA-A202A RAIZE,2023,KANDY,1
MOTOR CYCLE,TAILG,F71,2025,COLOMBO,1
MOTOR CYCLE,TAILG,TDRD16Z,2018,KURUNEGALA,2
CAR,AUDI,Q4 40 ETRON S-LINE,2023,GAMPAHA,1
CAR,MERCEDES BENZ,EQB 300,2023,GAMPAHA,1
CAR,MERCEDES BENZ,EQB 250,2024,GAMPAHA,1
CAR,MERCEDES BENZ,EQE 300 SUV,2024,GAMPAHA,3
CAR,MERCEDES BENZ,EQB 250  AMG LINE,2024,GAMPAHA,1
CAR,TOYOTA,5AA-A202A RAIZE,2022,BADULLA,2
CAR,TOYOTA,5AA-A202A RAIZE,2025,ANURADHAPURA,11
CAR,TOYOTA,5AA-A202A  RAIZE,2025,GAMPAHA,4
MOTOR CYCLE,TAKASHI,ES PRO PLUS,2025,KURUNEGALA,3
MOTOR CYCLE,TAKASHI,ES LITE,2025,KURUNEGALA,1
CAR,TOYOTA,5AA A202A RAIZE,2025,GAMPAHA,4
CAR,TOYOTA,5AA-A202A,2024,ANURADHAPURA,1
MOTOR CYCLE,RW,LIEBAO,2016,POLONNARUWA,1
MOTOR CYCLE,REVOLT,RV 1,2025,KALUTARA,7
MOTOR CYCLE,TMR LUYUAN,COLA 5,2025,POLONNARUWA,1
MOTOR CYCLE,TAILG,F55,2025,KALUTARA,1
CAR,MERCEDES BENZ,B-CLASS,2015,KURUNEGALA,1
CAR,MERCEDES BENZ,EQB 300 AMG LINE,2023,KURUNEGALA,1
CAR,MERCEDES BENZ,EQA 250 PLUS,2024,KALUTARA,1
CAR,AUDI,E-TRON 50 QUATTRO,2024,KALUTARA,1
CAR,TOYOTA,5AA-A202A RAIZE,2024,KURUNEGALA,12
CAR,TOYOTA,5AA-A202A RAIZE,2023,MATARA,6
CAR,TOYOTA,5AA-A202A RAIZE,2022,KALUTARA,1
MOTOR CYCLE,TAILG,TDWG652,2017,GAMPAHA,1
MOTOR CYCLE,RW,LIBAO,2017,GAMPAHA,1
MOTOR CYCLE,YADEA,YD-EM17,2017,BATTICALOA,1
MOTOR CYCLE,Y2,MAX XSI,2024,GAMPAHA,1
MOTOR CYCLE,TMR LUYUAN,COLA 5,2025,BATTICALOA,1
MOTOR CYCLE,TAKASHI,ES LITE,2025,GAMPAHA,1
MOTOR CYCLE,RW,JINGYING,2016,RATNAPURA,1
MOTOR CYCLE,SURYA,SR COOL,2023,MANNAR,1
MOTOR CYCLE,SHANGLING,SR COOL,2022,MULLATIVU,1
MOTOR CYCLE,REVOLT,RV 400,2024,MULLATIVU,1
MOTOR CYCLE,BAJAJ,CT100,2010,COLOMBO,1
THREE WHEELER,BAJAJ,RE,2014,KALUTARA,1
THREE WHEELER,BAJAJ,RE,2015,JAFFNA,2
CAR,MERCEDES BENZ,B CLASS ELECTRIC CAR,2015,COLOMBO,1
CAR,MERCEDES BENZ,BENZ B 250E,2015,KANDY,1
CAR,MERCEDES BENZ,B CLASS,2016,KANDY,1
MOTOR CYCLE,FLAME,ES205,2016,COLOMBO,1
MOTOR CYCLE,TAILG,TDWG65Z,2017,KANDY,21
MOTOR CYCLE,MYWAY MV,XY III,2017,COLOMBO,1
MOTOR CYCLE,TAILG,TDWG65Z,2017,KEGALLE,6
CAR,MERCEDES BENZ,C200 SPORT,2018,COLOMBO,1
MOTOR CYCLE,RW,LIBAO,2017,COLOMBO,1
MOTOR CYCLE,OKINAWA,PRAISE,2018,PUTTALAM,2
MOTOR CYCLE,XGJAO,SCOOTY,2017,COLOMBO,1
MOTOR CYCLE,TAILG,TDR5001Z,2017,COLOMBO,3
MOTOR CYCLE,SHANGLING,SR COOL,2022,KEGALLE,1
CAR,MERCEDES BENZ,EQS 450 ZAA-296624,2023,COLOMBO,1
CAR,AUDI,Q4,2024,COLOMBO,2
CAR,MERCEDES BENZ,EQE300 AMG,2024,COLOMBO,1
CAR,MERCEDES BENZ,AMG EQS 534 MATIC,2024,COLOMBO,1
CAR,MERCEDES BENZ,EQS 450 4MATIC,2024,COLOMBO,1
CAR,AUDI,E-TRON 50,2024,COLOMBO,11
MOTOR CYCLE,REVOLT,RV400,2024,COLOMBO,2
CAR,AUDI,E-TRON 50 QUATTRO,2024,KANDY,2
CAR,MERCEDES BENZ,EQS450 SUV,2024,COLOMBO,1
MOTOR CYCLE,REVOLT,RV 400,2024,MONERAGALA,2
MOTOR CYCLE,XINRI,TDR9563Z,2023,AMPARA,1
MOTOR CYCLE,TMR LUYUAN,S18,2025,AMPARA,4
MOTOR CYCLE,TMR LUYUAN,S18,2025,HAMBANTOTA,5
CAR,TOYOTA,5AA-A202A RAIZE,2025,GALLE,26
MOTOR CYCLE,REVOLT,RV 1,2024,GALLE,2
CAR,TOYOTA,5AA-A202A RAIZE,2023,NUWARA-ELIYA,1
CAR,TOYOTA,5AA-A200A RAIZE,2025,COLOMBO,1
CAR,MERCEDES BENZ,EQB250 AMG LINE,2024,COLOMBO,1
MOTOR CYCLE,HORWIN,SK1,2025,COLOMBO,1
CAR,TOYOTA,5AA-A202A RAIZE,2025,BATTICALOA,8
CAR,TOYOTA,5AA-A202A  RAIZE,2025,NUWARA-ELIYA,1
CAR,TOYOTA,5AA-A202A  RAIZE,2025,GALLE,5
CAR,TOYOTA,5AA-A202A SEDAN,2025,COLOMBO,1
CAR,TOYOTA,5AA-A202A RAIZE,2023,MATALE,1
CAR,TOYOTA,5AA-A202A RAIZE,2022,GALLE,2
CAR,TOYOTA,5AA-A202A   RAIZE,2025,COLOMBO,2
CAR,TOYOTA,5AA-A202A RAIZE,2022,KANDY,4
MOTOR CYCLE,TAKASHI,ES LITE,2025,HAMBANTOTA,4
MOTOR CYCLE,REVOLT,RV 1,2025,GALLE,1
MOTOR CYCLE,TAKASHI,ES PRO PLUS,2025,KANDY,1
THREE WHEELER,TMR LUYUAN,MTPBT20 B8,2025,JAFFNA,4
MOTOR CYCLE,TAKASHI,ES PRO PLUS,2025,GALLE,1
MOTOR CYCLE,BAJAJ,DISCOVER125 M,2014,KURUNEGALA,1
MOTOR CYCLE,RW,SHANJIANG,2016,KURUNEGALA,1
MOTOR CYCLE,RW,LIEBAO,2016,KURUNEGALA,1
MOTOR CYCLE,OKINAWA,RIDGE,2010,KURUNEGALA,1
MOTOR CYCLE,OKINAWA,PRAISE,2018,KURUNEGALA,2
CAR,AUDI,Q4 SPORTBACK40E-TRON,2024,GAMPAHA,1
CAR,TOYOTA,5AA-A202A,2024,BADULLA,1
CAR,TOYOTA,5AA-A202A RAIZE,2023,GAMPAHA,19
